date,trades,accounts,symbols,total_pnl,avg_pnl,win_rate,total_notional,avg_leverage,avg_trade_size
2023-03-28,3,1,3,0.0,0.0,0.0,0.0,,
2023-11-14,1045,2,1045,155.50335699999994,0.1488070401913875,0.27464114832535885,0.0,,
2024-03-09,6962,5,6962,176965.491774,25.418772159436944,0.49008905486929044,0.0,,
2024-07-03,7141,8,7141,158742.378078,22.229712656210616,0.3171824674415348,0.0,,
2024-10-27,35241,29,35241,3189461.032019,90.50427150248291,0.4516046650208564,0.0,,
2025-02-19,133871,32,133871,6699925.190574,50.047621894017375,0.41514592406122314,0.0,,
2025-06-15,26961,25,26961,71709.347634,2.6597436161121624,0.34917102481361967,0.0,,
